room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
1,2,67,1,191,110
1,2,80,1,212,399
1,7,0,1,0,350
0,3,1,3,13,75
0,3,0,2,0,85
0,3,10,2,44,50
0,3,14,1,35,75
1,3,79,1,300,78
1,5,3,4,280,800
1,2,0,1,0,350
1,5,107,1,276,110
1,9,11,1,3,79
1,2,46,1,323,190
1,3,64,1,264,150
1,1,1,1,0,115
1,3,1,1,0,195
1,2,4,1,12,154
0,1,0,1,0,69
0,1,118,1,278,124
1,1,0,1,0,100
1,3,15,1,175,125
1,6,97,2,236,350
1,2,7,1,0,68
0,1,4,1,109,65
1,1,1,2,68,140
0,1,12,1,0,51
1,2,12,1,24,195
1,5,15,1,0,135
1,3,3,1,0,119
1,4,14,1,0,110
1,3,4,1,0,200
1,4,9,1,0,150
2,2,9,1,62,69
0,1,2,1,0,45
1,4,105,1,9,153
1,3,2,1,188,255
0,3,1,2,363,307
0,2,2,1,0,60
0,1,142,1,115,50
0,6,8,2,144,60
0,1,4,1,0,60
0,2,6,2,83,50
1,7,0,1,0,143
0,1,9,1,0,100
0,3,6,1,49,39
1,3,82,3,351,90
0,2,115,2,0,90
0,2,123,3,59,130
1,1,0,1,0,275
1,2,2,1,89,400
1,1,29,2,247,300
1,2,2,1,2,179
0,2,34,2,181,60
0,1,26,1,215,98
1,1,1,1,33,150
0,1,40,2,86,129
0,2,35,1,6,100
0,4,41,2,28,81
0,2,1,2,48,75
1,3,10,2,349,189
0,1,16,3,9,120
1,2,2,1,2,175
1,3,103,1,189,140
1,7,43,1,146,122
1,4,3,1,101,140
1,2,59,1,24,49
1,2,0,1,0,1200
0,2,3,1,47,45
0,2,1,2,5,90
0,2,27,1,63,150
1,1,14,2,0,259
1,3,9,2,0,400
1,4,105,1,267,135
0,7,0,1,0,32
1,1,5,2,0,100
1,1,62,2,77,100
0,1,49,1,168,35
0,1,112,1,0,170
1,1,0,1,365,450
0,5,4,1,0,150
0,2,2,1,0,65
0,3,26,2,18,109
0,1,19,1,0,98
0,1,11,2,121,40
1,2,0,1,0,174
0,1,0,2,83,100
0,7,95,1,278,80
0,1,52,1,365,110
1,7,28,1,285,195
0,2,112,1,5,38
0,1,19,1,0,70
0,1,1,1,0,48
1,1,1,1,0,135
1,3,18,2,0,150
1,4,6,1,0,110
1,2,15,1,0,226
0,3,18,3,304,130
1,1,0,1,0,120
0,4,0,1,0,67
0,2,2,1,35,50
1,5,7,1,0,210
0,6,0,1,0,399
1,3,3,1,227,110
1,7,5,1,106,500
0,1,2,1,0,45
0,10,0,1,89,60
1,1,15,1,55,150
0,1,3,2,0,165
0,1,13,1,35,60
0,5,1,3,260,100
0,7,4,1,1,40
0,6,0,1,0,110
0,7,56,2,90,70
0,2,3,1,89,65
0,3,0,1,0,39
0,2,13,3,365,75
1,3,21,1,30,89
1,3,2,3,311,99
0,7,34,1,332,92
0,3,23,1,229,95
1,3,33,1,11,140
0,1,67,1,78,79
1,5,11,1,282,700
1,1,7,1,0,150
1,6,2,1,0,114
1,3,10,1,0,180
0,1,13,2,23,84
0,2,0,1,0,100
1,2,1,2,229,80
0,1,1,1,0,36
1,5,82,1,63,100
0,5,32,4,350,61
0,3,1,1,0,38
0,1,0,1,0,38
0,3,136,1,47,79
1,3,153,1,260,200
0,1,2,1,0,52
1,1,10,1,0,95
1,2,6,1,20,200
0,5,29,2,186,65
0,1,1,1,0,35
0,1,33,1,26,105
0,1,0,1,0,55
1,7,2,1,172,67
0,2,2,1,0,60
1,2,0,4,243,398
1,1,1,1,0,350
1,6,29,1,128,100
1,1,0,1,0,150
1,2,2,1,0,140
0,2,2,1,0,86
1,2,2,1,11,250
0,1,0,1,363,50
1,2,27,1,347,300
1,2,10,2,180,210
0,2,0,1,255,70
0,7,103,1,11,65
0,1,56,1,74,79
1,10,3,1,0,120
1,2,5,1,298,200
0,3,6,1,0,65
1,2,30,1,291,105
1,5,9,1,0,110
0,4,3,1,0,80
0,2,58,1,52,50
0,2,2,1,0,300
0,7,93,1,70,105
1,2,1,1,0,190
0,1,135,1,365,80
0,2,6,1,180,60
0,2,58,1,0,116
0,1,401,2,43,43
1,4,14,1,17,100
1,3,162,4,141,100
0,7,61,1,0,48
0,1,1,1,83,139
1,2,5,1,48,250
1,3,4,1,157,347
1,5,3,1,0,675
0,2,2,1,362,115
0,3,6,1,43,60
1,1,0,1,1,120
0,4,59,1,83,72
2,5,110,4,0,35
1,2,73,1,20,125
0,2,11,1,5,80
2,1,0,1,44,400
0,2,12,1,35,120
1,2,47,1,6,196
1,1,13,1,0,165
1,4,20,1,121,148
0,2,2,1,0,70
0,3,0,2,0,175
0,1,49,4,24,89
1,2,8,1,41,195
1,3,14,2,0,200
1,2,7,1,0,125
0,1,0,1,0,50
0,1,5,1,0,75
1,1,0,1,213,80
1,1,0,1,0,180
1,3,14,1,0,165
0,3,177,1,58,97
1,1,32,1,0,210
1,1,3,1,0,181
0,3,19,3,272,35
1,1,1,2,27,74
0,2,9,1,0,80
0,2,4,1,0,50
1,3,0,1,0,95
0,3,100,3,341,85
2,2,14,3,306,45
1,4,17,1,26,150
0,1,0,1,0,65
1,3,205,2,184,135
1,1,2,3,0,350
1,2,1,1,9,200
0,1,4,3,125,65
1,1,201,1,293,171
1,3,2,1,157,79
0,2,14,1,0,79
0,1,39,4,221,89
1,5,3,1,0,90
0,1,5,3,365,75
0,1,23,1,263,55
1,3,0,1,0,180
1,7,4,1,127,150
0,2,1,2,0,120
1,2,0,1,0,300
1,2,1,3,341,495
0,1,0,1,89,125
1,2,3,1,55,595
0,2,36,2,273,65
1,1,7,2,213,154
0,2,43,3,25,45
1,1,4,1,180,189
1,3,21,1,88,100
0,3,95,1,175,90
0,4,0,2,22,60
0,1,0,1,0,110
0,6,18,1,0,58
1,3,1,1,0,275
1,3,23,1,283,225
1,2,5,1,0,290
1,4,2,1,0,130
1,4,62,1,81,99
1,3,41,1,1,200
1,2,94,1,116,130
0,1,67,1,310,60
1,2,0,1,0,200
0,2,0,1,0,49
1,1,49,1,316,215
0,2,7,1,0,80
1,2,12,1,0,90
1,3,1,1,0,200
1,1,75,2,69,150
1,1,150,4,238,160
0,1,2,2,0,55
1,2,55,1,185,179
1,5,0,1,0,239
1,2,0,1,0,150
1,5,19,1,219,300
1,2,67,1,61,131
0,1,1,1,0,40
1,2,1,1,0,150
1,4,4,2,0,110
0,2,58,1,0,64
1,2,3,1,67,199
1,10,1,1,1,275
1,2,2,1,0,275
1,3,7,1,0,90
0,4,15,2,244,95
0,3,0,1,70,80
1,2,3,1,0,77
0,1,0,1,0,140
1,7,11,1,265,250
0,3,11,2,0,94
0,7,0,1,0,25
1,5,0,1,0,150
0,1,2,3,363,58
0,1,7,3,360,119
1,1,0,1,0,150
0,4,14,3,0,75
0,1,0,1,0,200
0,10,0,1,0,40
1,2,3,1,0,195
0,1,1,1,0,51
1,2,249,1,172,99
1,6,3,2,333,135
1,1,0,1,0,300
1,6,2,1,0,130
1,1,33,1,20,134
0,3,134,1,90,75
1,3,108,2,351,399
0,5,0,1,0,50
0,5,0,1,0,45
0,2,54,1,0,95
1,4,87,1,4,80
0,7,5,1,168,45
0,2,1,2,0,40
1,6,39,1,351,159
1,5,5,1,0,125
1,5,18,1,179,145
1,6,0,1,82,149
0,11,0,1,48,65
1,3,0,1,0,280
1,1,4,2,0,91
1,1,8,3,296,214
1,4,1,1,0,87
1,7,0,1,129,150
1,2,0,1,342,78
1,5,2,1,0,63
0,1,93,3,358,60
1,1,32,2,257,98
0,2,45,2,0,69
0,3,0,1,3,380
0,1,20,2,10,45
1,2,136,2,265,77
1,3,0,2,0,400
0,1,1,3,66,45
0,2,3,2,0,44
0,1,35,1,82,100
0,1,1,1,0,37
0,2,1,1,0,100
0,1,15,1,0,75
0,1,1,1,66,80
1,5,0,1,0,175
0,1,39,3,218,80
0,1,43,4,188,41
1,4,19,1,15,285
1,2,91,1,65,100
0,2,0,1,0,89
1,2,1,1,0,200
1,1,173,1,271,183
0,4,91,1,0,70
1,2,0,1,365,180
1,2,58,1,124,159
0,2,10,1,0,150
1,3,16,1,0,150
1,2,0,1,0,75
1,3,2,1,212,345
1,4,56,1,286,127
0,2,94,1,279,119
1,5,9,1,23,359
0,6,0,1,51,150
1,5,11,1,0,150
0,2,13,3,280,42
0,1,54,3,179,75
1,2,83,1,329,85
0,1,1,1,39,70
1,2,4,1,103,75
0,1,1,1,0,65
0,1,2,1,89,120
1,10,3,1,0,85
1,5,0,1,9,300
0,2,12,1,0,40
0,1,12,3,236,28
0,4,3,2,175,80
0,1,2,1,0,50
0,4,4,1,0,60
0,1,4,1,0,48
1,5,24,2,321,500
0,1,2,1,179,245
0,2,18,1,178,36
1,7,0,1,0,155
1,4,4,1,0,135
1,4,4,1,135,350
1,1,4,1,0,200
1,2,32,1,0,143
1,3,73,1,37,109
1,4,0,2,0,150
0,7,1,1,173,60
1,4,85,1,63,195
1,3,4,1,0,120
1,3,22,1,39,175
1,5,2,1,0,170
0,2,45,1,9,75
1,2,32,1,8,200
0,5,1,1,11,53
1,4,92,1,39,95
1,5,4,1,0,130
1,1,5,1,0,199
1,2,5,1,0,125
0,1,8,1,30,85
1,3,2,1,107,80
0,2,29,1,16,70
1,2,0,1,0,455
0,5,48,1,86,80
0,1,2,1,32,200
0,2,52,1,28,125
1,7,2,1,0,150
1,4,3,1,0,56
1,7,10,1,83,250
1,1,4,1,32,180
0,1,3,3,3,65
0,3,25,2,127,99
0,7,1,1,0,50
0,5,2,1,0,65
2,1,30,1,157,30
1,6,2,3,242,189
1,1,0,1,0,250
1,1,0,1,0,120
0,10,0,1,145,24
1,4,13,1,179,750
1,5,1,2,321,125
0,1,0,2,20,55
1,7,29,1,31,150
0,5,0,1,18,60
1,5,6,3,37,150
0,1,4,3,209,60
0,1,2,1,0,35
0,2,277,3,244,70
0,2,199,1,298,129
1,2,0,2,0,85
2,2,10,1,0,47
1,2,26,1,145,99
2,1,0,1,77,85
0,1,89,2,94,30
0,2,27,2,40,89
0,3,2,1,84,100
0,5,1,2,0,50
0,2,9,1,324,75
0,2,3,2,49,65
1,2,1,1,0,150
0,2,2,2,0,225
1,2,6,1,2,150
0,1,1,2,27,100
1,1,24,1,290,200
1,4,9,1,247,500
1,6,2,1,19,65
1,1,11,1,0,200
0,1,0,1,0,65
1,4,0,1,0,150
0,7,7,1,0,55
1,10,0,1,0,102
0,4,49,2,211,50
0,2,0,1,0,49
0,2,126,2,45,49
1,1,22,1,279,60
0,1,1,1,0,100
0,2,1,1,21,65
2,2,136,1,15,45
0,3,8,2,362,70
0,1,2,1,0,59
1,4,0,1,0,100
1,5,3,1,0,200
0,2,38,1,28,51
1,3,37,1,320,150
0,2,2,2,135,65
1,4,10,2,0,160
1,3,77,2,244,171
0,1,5,1,0,110
0,2,6,1,292,42
1,2,19,4,257,178
1,1,42,1,10,75
0,3,0,1,173,125
1,2,28,1,6,215
0,2,32,1,170,95
0,3,44,1,80,130
1,1,52,4,51,215
1,4,46,1,207,190
1,2,123,2,67,175
0,3,1,1,0,86
0,2,1,1,0,65
1,5,6,1,116,249
1,4,4,1,5,140
1,6,0,1,87,250
1,5,2,1,0,120
0,3,25,2,108,50
1,4,3,1,0,95
0,7,0,1,341,190
0,1,136,3,200,49
1,4,0,1,337,350
0,2,0,1,144,75
2,3,28,1,34,110
0,10,13,1,51,95
1,10,16,1,0,110
1,3,170,1,37,159
1,1,0,1,0,175
1,5,1,1,0,150
0,1,1,1,65,75
0,2,142,1,0,80
1,3,0,1,92,144
0,1,5,2,0,50
1,4,1,1,0,160
0,3,8,1,0,47
0,1,4,1,134,70
0,1,7,2,8,25
1,5,20,1,0,160
0,2,57,1,287,69
1,4,0,1,0,250
0,2,7,1,0,35
0,4,47,1,304,55
1,3,1,1,17,180
1,7,5,1,0,175
1,2,14,1,0,144
1,10,0,1,21,100
0,1,0,1,0,100
0,1,11,2,365,100
1,2,15,1,22,181
0,10,0,1,52,85
0,3,12,1,0,100
0,2,2,3,0,99
0,1,14,2,128,45
0,2,9,1,8,70
2,2,0,1,0,165
0,5,97,2,114,129
1,3,0,1,0,144
0,4,45,2,38,32
1,1,139,1,77,80
1,4,1,1,0,125
1,3,0,1,0,249
1,5,60,1,0,185
1,2,0,1,311,179
1,1,2,1,0,118
0,2,8,1,19,65
1,1,44,2,279,160
1,6,3,1,0,115
0,6,1,3,8,98
1,4,5,1,0,175
1,2,3,1,0,225
0,1,147,3,174,99
0,3,29,1,15,59
0,2,17,1,11,75
1,2,5,3,0,180
1,3,205,1,140,67
0,1,45,2,84,58
0,4,1,1,0,64
1,6,32,1,291,175
1,3,36,1,318,160
1,1,2,1,0,250
1,5,2,1,0,97
1,1,1,1,0,110
1,2,115,1,298,140
0,2,28,4,167,55
0,1,7,1,178,82
1,1,0,1,0,125
0,3,57,1,48,120
0,7,1,1,0,50
0,6,2,2,0,60
0,2,1,1,0,150
1,2,11,1,62,120
0,4,34,1,34,70
0,1,193,1,37,155
1,4,2,1,35,100
0,10,1,1,0,50
1,2,2,1,336,120
1,7,3,3,324,100
0,2,52,2,340,65
0,5,1,1,0,95
0,1,5,1,319,59
0,2,6,3,77,65
1,2,5,1,0,165
0,5,11,1,0,80
1,1,0,1,0,185
0,1,2,1,0,50
1,2,35,1,0,175
1,6,24,2,51,180
0,7,2,3,337,90
1,2,54,2,308,180
0,3,23,1,70,40
0,7,6,1,128,50
1,7,1,1,0,269
0,1,26,1,131,100
0,2,1,3,181,80
0,1,2,1,0,49
1,2,20,1,283,600
1,6,13,2,0,350
2,1,120,4,340,35
1,2,0,1,0,135
1,3,12,1,313,300
1,3,2,1,33,130
0,1,319,2,251,88
1,2,15,1,0,196
0,2,1,1,0,49
0,2,29,3,292,60
1,1,0,1,8,192
1,3,0,1,0,199
0,2,8,1,0,100
0,3,2,4,0,55
1,2,3,1,0,175
1,4,1,1,0,140
0,1,2,3,346,199
0,3,2,1,149,120
0,1,220,2,100,88
1,1,29,1,103,119
1,3,18,3,217,300
0,1,229,1,20,72
1,4,25,1,352,200
1,2,15,2,365,375
1,1,13,1,0,200
1,1,0,1,0,215
2,1,4,1,55,70
1,2,54,1,98,99
0,2,1,3,0,50
1,2,11,1,0,150
0,1,1,2,0,115
0,5,4,1,0,50
1,1,0,1,361,332
1,2,2,1,0,95
0,3,12,1,0,65
1,1,76,1,65,65
1,5,13,1,91,167
0,1,5,3,35,29
0,2,11,2,117,120
1,5,32,1,12,179
0,5,3,1,179,65
1,4,3,1,321,200
1,2,49,1,283,235
0,3,0,1,0,30
2,1,0,1,89,500
0,3,0,1,365,70
1,1,0,2,339,120
0,1,0,1,19,50
0,3,0,1,0,60
0,7,41,2,0,49
1,2,2,1,321,125
0,5,15,1,123,45
0,1,0,1,0,60
0,7,116,1,308,55
1,3,115,1,125,245
0,2,49,3,178,80
1,2,0,1,24,175
0,7,3,1,49,74
1,7,14,1,9,300
1,5,0,1,0,100
1,3,16,1,96,145
1,1,157,1,235,122
1,7,0,1,0,100
0,1,2,1,0,65
0,1,120,2,355,65
0,2,5,1,0,325
1,4,67,3,242,150
0,7,9,1,144,65
0,2,11,2,111,85
1,2,6,1,130,199
1,2,15,1,51,65
1,2,50,1,161,199
0,4,7,1,188,89
1,2,38,2,102,148
1,2,0,1,3,220
1,5,150,2,309,130
1,2,1,1,266,275
0,1,47,2,29,65
0,1,12,2,0,75
1,2,36,1,164,155
0,4,106,2,23,119
1,3,35,1,283,100
0,1,204,1,163,60
0,5,32,2,312,105
0,3,136,1,193,89
1,1,8,1,0,150
1,2,3,1,163,226
0,3,62,1,291,71
0,2,41,1,14,70
0,6,2,2,95,38
1,4,9,1,227,140
1,3,26,1,93,150
0,1,74,1,135,37
1,3,120,3,220,100
0,1,1,4,0,50
0,1,11,1,154,85
0,2,16,1,134,100
1,7,3,2,15,160
1,2,41,2,76,180
1,4,2,1,0,120
1,5,5,1,0,120
0,4,2,1,0,110
1,2,0,1,365,150
0,1,0,1,365,299
0,2,2,1,0,65
0,5,0,1,116,1250
0,3,3,1,0,35
0,3,2,1,0,125
1,1,55,1,123,148
0,2,144,1,0,82
0,1,1,1,365,100
0,5,1,1,0,55
0,1,4,1,0,125
0,2,21,2,28,69
0,1,26,2,34,74
0,4,32,1,347,50
1,2,0,2,344,198
1,4,42,1,126,250
1,1,13,1,1,200
1,2,45,2,270,161
0,5,8,1,0,102
0,3,6,1,0,75
2,2,2,2,34,35
1,2,2,1,0,250
1,4,13,1,35,250
1,2,19,1,11,120
1,3,18,1,0,139
0,1,103,1,65,56
1,2,68,3,273,225
1,9,1,1,322,16
0,2,11,3,365,38
1,2,166,1,195,104
0,2,0,1,137,95
0,1,22,3,363,60
1,3,205,1,0,189
1,1,20,1,44,185
0,7,0,1,0,100
1,5,1,1,0,120
0,1,0,1,0,300
1,4,5,1,365,225
1,6,45,1,0,200
0,2,59,1,68,75
1,2,11,1,0,250
1,1,0,1,0,123
0,1,0,1,0,46
1,2,3,2,103,120
1,2,0,1,0,150
0,1,20,3,357,120
0,2,42,3,334,95
1,4,4,1,0,100
1,3,0,1,0,200
1,2,12,3,110,199
0,2,65,1,54,94
0,1,426,4,312,65
0,1,3,2,322,99
1,2,26,2,275,200
0,2,1,1,44,100
1,2,101,1,266,90
0,1,1,1,0,48
0,4,0,1,0,99
1,2,0,1,359,150
0,3,2,1,0,55
1,4,63,1,1,180
1,2,7,1,2,104
0,2,9,1,87,85
0,1,63,3,155,60
1,1,1,1,27,1200
1,4,2,1,187,142
0,1,58,1,37,100
1,5,8,1,35,400
1,1,40,1,0,90
1,5,0,1,0,330
0,1,6,1,0,40
0,2,36,1,218,79
0,3,5,1,35,196
1,2,7,1,0,225
0,1,5,1,65,75
1,1,45,1,255,225
1,5,94,1,134,240
1,10,4,1,93,150
0,5,1,1,0,70
1,7,6,1,0,275
0,2,0,1,31,150
1,3,0,4,256,90
0,4,17,1,314,45
1,2,0,1,0,160
1,2,4,1,251,220
0,10,14,3,301,55
1,2,5,1,0,200
1,2,2,1,14,175
0,3,2,1,0,56
0,3,13,2,51,40
0,5,1,1,17,58
0,1,0,1,0,65
1,5,80,2,256,155
0,1,1,1,0,49
1,1,4,1,97,165
0,4,41,2,89,45
1,2,1,1,0,290
0,2,13,1,0,45
1,5,7,1,35,180
0,1,2,2,87,150
0,1,0,1,0,50
1,5,8,1,0,75
2,1,0,1,364,150
1,4,45,1,13,150
1,2,10,2,96,130
1,2,78,1,185,345
0,2,0,1,0,300
1,2,7,1,29,70
1,2,0,2,159,240
1,4,0,1,343,143
1,4,11,1,0,60
1,1,0,1,0,89
2,3,38,1,157,85
0,3,36,1,69,85
0,2,26,2,355,85
0,7,0,1,0,40
1,1,1,1,0,85
1,5,15,1,0,150
0,3,200,1,256,115
0,1,0,4,365,270
0,1,0,1,0,50
1,1,38,1,86,260
0,1,82,3,43,70
0,7,1,1,0,55
1,4,1,1,0,101
1,3,1,1,158,180
1,5,0,1,0,95
0,1,0,3,89,60
0,1,2,1,0,150
0,2,0,1,0,90
0,2,16,1,29,70
1,6,11,1,174,150
1,2,1,1,0,120
1,2,1,1,350,160
1,3,41,1,1,200
0,2,5,1,16,180
1,2,80,1,109,200
1,2,4,1,70,125
1,1,146,1,270,180
1,3,9,1,0,190
0,3,5,1,0,99
0,1,0,1,0,57
0,2,59,4,33,90
0,2,41,4,316,150
1,2,169,1,0,186
0,3,4,2,364,100
1,3,32,1,265,190
1,3,16,1,3,199
0,2,54,1,0,60
0,1,107,2,46,55
0,3,19,1,0,89
1,2,101,1,291,89
0,1,14,1,0,100
1,1,2,4,365,999
0,3,2,1,365,200
1,1,1,1,0,170
0,1,18,1,16,46
0,7,1,1,0,85
1,2,10,2,351,400
1,2,2,3,298,295
1,3,16,1,271,250
0,1,0,2,0,70
0,1,23,1,37,120
1,10,3,1,0,500
0,1,226,2,32,100
0,1,1,1,0,70
1,1,3,2,90,1000
2,2,2,4,90,79
0,1,1,1,0,75
1,2,11,1,112,279
0,2,10,1,0,95
0,3,1,1,158,98
1,5,3,1,12,206
1,7,44,2,365,500
0,1,0,1,0,70
1,3,1,1,5,310
0,6,3,1,0,90
1,2,24,1,0,250
0,1,20,4,151,53
1,1,11,1,0,150
1,2,4,1,178,100
1,2,3,1,6,175
0,1,0,1,0,600
0,6,0,1,365,90
1,2,1,1,13,130
0,2,1,1,0,90
0,1,47,2,196,49
1,10,1,1,23,650
1,7,0,1,0,700
0,1,0,1,35,100
2,1,6,2,0,75
1,4,2,1,55,150
1,2,11,2,269,165
0,6,0,1,313,48
0,4,75,1,15,80
1,2,39,2,0,199
0,1,0,1,89,36
1,2,24,1,240,1095
1,9,5,1,59,125
1,2,1,1,0,62
1,2,0,1,0,74
0,4,2,1,0,40
1,1,1,1,0,80
0,1,4,1,365,100
1,1,77,1,347,310
1,1,9,1,86,265
0,1,9,1,0,75
0,2,4,1,0,95
1,2,6,1,0,225
1,2,168,1,46,99
0,4,101,1,49,95
1,2,1,1,0,129
0,2,44,3,77,75
0,7,1,1,0,100
0,1,0,1,0,50
1,3,2,1,0,145
1,2,1,1,7,240
0,4,4,1,0,50
0,1,0,1,0,200
1,2,8,1,209,225
1,2,30,1,44,40
1,7,3,1,157,165
0,5,0,1,0,90
1,6,11,1,0,87
0,3,86,3,68,156
0,2,80,2,45,48
1,4,12,1,0,245
0,2,2,2,88,120
0,8,6,2,334,69
1,3,3,1,0,300
1,5,4,1,167,395
1,3,6,1,0,120
1,2,8,1,0,74
1,3,19,4,272,399
0,10,0,1,229,65
1,1,0,1,365,100
1,1,0,1,0,6000
0,1,2,1,0,141
1,3,38,2,5,120
1,2,14,1,13,210
0,1,29,1,359,85
1,2,8,1,1,120
1,2,2,1,0,150
0,7,11,2,0,100
0,1,78,2,69,40
1,1,0,1,0,75
0,2,0,1,171,50
0,5,16,2,10,50
0,1,18,1,364,100
0,7,1,2,188,30
1,2,180,2,290,275
0,1,13,2,0,95
1,6,4,1,64,150
0,4,3,1,0,40
0,3,4,1,0,60
0,3,3,1,178,70
0,1,3,2,173,110
1,3,12,1,323,70
0,7,18,1,0,83
1,1,6,1,0,130
1,2,232,1,326,140
1,2,6,1,13,150
0,1,18,1,179,80
0,2,8,4,13,99
0,1,1,1,2,80
0,3,1,1,0,40
1,5,1,1,0,130
0,1,10,2,187,69
1,7,0,3,52,120
1,1,6,3,0,218
0,3,107,4,255,75
1,1,84,1,286,85
0,3,11,1,0,40
2,1,15,1,123,75
0,3,0,1,364,90
1,1,1,1,0,140
1,2,34,1,205,179
0,1,1,1,0,55
1,2,25,1,221,299
1,2,25,1,28,85
1,7,0,1,0,150
0,5,5,2,0,80
0,2,13,2,13,85
0,1,50,1,352,59
0,2,1,1,0,106
1,3,117,1,228,125
1,2,11,1,0,250
0,1,3,2,0,70
1,7,6,1,0,90
1,3,68,1,50,80
1,2,2,1,0,150
1,4,5,1,0,100
0,3,1,1,0,33
1,2,52,1,264,175
1,3,8,3,303,226
1,3,4,1,253,188
1,2,73,1,56,226
1,5,0,1,318,250
0,1,4,3,0,51
1,1,15,2,194,159
0,1,2,3,330,120
1,5,4,1,0,200
1,7,0,1,0,275
0,2,6,1,5,74
1,2,2,2,153,215
0,1,3,1,0,99
0,1,1,2,0,70
0,1,9,1,0,54
0,1,77,1,101,99
1,7,1,1,0,96
1,3,2,1,180,120
0,1,3,2,0,88
1,2,8,1,10,180
0,1,3,1,129,75
0,7,14,1,0,85
0,2,6,3,5,54
0,5,18,1,8,70
1,1,3,1,177,120
1,2,4,1,75,290
1,4,65,1,48,100
1,3,6,1,25,150
1,3,74,1,263,150
1,3,0,1,62,250
0,1,78,1,79,69
0,1,1,1,0,85
0,1,40,1,125,70
1,1,0,1,0,1000
1,4,3,1,333,250
1,2,1,1,0,250
0,1,0,2,0,110
0,2,9,1,0,46
1,2,2,1,138,210
1,5,9,1,0,120
0,1,351,4,0,53
1,3,1,1,1,185
1,8,0,1,0,150
1,2,8,1,0,125
1,2,0,1,0,250
0,2,56,1,21,50
0,1,21,2,47,55
1,1,93,1,0,120
1,3,9,1,0,299
1,2,22,1,89,250
1,7,1,1,76,225
0,3,3,1,56,65
1,1,0,1,0,745
1,1,0,2,360,250
1,5,1,1,12,197
1,10,1,1,0,250
1,1,11,1,39,125
1,4,37,1,26,75
1,2,4,1,0,325
1,2,11,1,237,85
1,4,15,1,0,102
1,2,2,3,351,200
0,2,16,1,0,45
1,3,132,2,257,130
1,3,0,1,0,200
1,4,6,1,96,275
1,3,50,2,91,125
1,7,32,1,71,90
0,10,1,2,0,45
1,2,42,2,257,195
1,1,0,2,158,250
1,1,82,1,310,120
0,2,5,1,0,100
1,3,8,2,23,241
1,4,70,1,283,110
0,4,19,2,286,90
1,1,1,1,0,120
0,3,85,2,38,87
1,2,398,3,182,169
1,2,28,4,131,139
1,4,0,1,0,130
1,1,0,1,0,3750
0,1,158,2,201,45
1,5,9,1,0,110
1,2,20,2,27,110
1,7,69,1,261,142
0,5,0,1,69,100
0,2,45,2,26,80
0,1,0,1,0,66
0,2,18,3,356,62
0,6,0,2,0,118
0,2,0,1,0,60
1,5,0,1,0,90
1,2,14,1,0,75
1,2,20,1,0,95
0,3,0,1,0,75
0,1,0,1,177,180
0,2,118,1,283,70
0,2,1,4,90,38
1,2,23,1,89,100
1,4,18,1,0,250
1,1,1,1,0,100
0,3,4,1,188,51
1,2,140,1,94,150
0,1,84,4,310,125
0,2,67,2,110,55
1,2,20,1,0,235
1,5,0,1,0,140
0,1,7,1,0,60
1,5,4,2,95,200
1,1,0,1,0,120
0,1,22,3,91,78
0,3,0,1,0,25
1,3,18,1,20,100
0,3,11,1,318,75
1,1,20,1,268,179
0,1,6,3,179,69
0,2,25,2,177,70
0,1,31,1,343,98
0,2,2,1,89,50
0,2,5,3,310,90
1,3,0,1,12,475
0,3,5,2,0,65
1,2,0,1,0,74
0,5,69,1,137,90
1,1,1,1,0,125
0,1,0,1,0,33
0,1,4,1,240,63
0,7,0,1,0,26
1,7,5,2,0,125
1,1,1,1,17,350
1,3,22,1,16,120
0,5,2,2,342,105
1,7,3,1,20,108
0,1,121,3,286,69
1,3,43,1,7,130
0,1,63,3,0,46
0,5,0,1,0,88
1,2,9,1,0,89
1,2,4,1,365,1500
1,2,296,1,187,135
0,4,79,1,307,156
1,4,143,1,254,149
0,2,0,4,364,65
0,6,6,2,310,73
0,2,234,1,264,95
0,2,6,1,0,75
1,2,32,1,75,61
0,1,214,2,354,89
1,1,0,1,0,400
1,2,2,1,0,140
0,4,0,1,0,79
1,3,61,1,190,170
1,2,91,2,101,160
0,7,2,1,90,99
1,9,4,1,0,150
1,3,32,1,6,125
1,2,3,1,67,229
1,4,4,1,0,220
0,1,1,3,0,105
0,3,9,1,18,89
1,3,104,1,261,111
1,2,9,3,0,199
1,3,2,1,0,125
1,3,46,1,270,160
1,4,56,1,0,130
0,2,5,1,0,72
0,1,1,1,0,200
0,1,0,1,0,50
1,7,9,1,255,175
0,1,3,1,0,80
1,2,6,1,0,250
1,2,0,1,0,300
0,5,1,3,0,35
1,1,0,1,0,299
1,3,2,2,88,400
0,5,0,2,37,99
1,7,7,2,0,115
0,1,61,3,361,30
0,1,54,3,343,62
1,5,1,1,0,118
1,3,0,2,361,199
1,2,31,1,89,150
0,3,0,1,0,150
0,2,7,1,310,100
0,2,5,3,37,150
0,2,49,2,335,110
1,2,8,1,188,200
1,1,37,1,176,175
0,5,19,3,8,35
0,2,6,2,0,48
0,3,11,1,116,78
0,1,38,2,329,80
1,4,229,2,52,240
0,2,45,1,251,100
0,2,0,2,357,100
1,5,72,2,198,175
1,2,11,1,3,70
1,2,55,1,0,290
1,1,17,1,0,175
0,2,3,1,329,90
